Frequency (Hz)	Level (dB)
948.242188	-67.330238
949.218750	-66.100067
950.195312	-66.836624
951.171875	-68.369926
952.148438	-67.600945
953.125000	-66.768181
954.101562	-68.192657
955.078125	-67.709091
956.054688	-67.894318
957.031250	-67.609550
958.007812	-68.134399
958.984375	-67.744720
959.960938	-69.032799
960.937500	-68.707726
961.914062	-68.961609
962.890625	-68.650383
963.867188	-68.456276
964.843750	-68.122108
965.820312	-69.104057
966.796875	-69.130951
967.773438	-69.903687
968.750000	-69.497894
969.726562	-70.166557
970.703125	-68.535835
971.679688	-68.556206
972.656250	-68.634315
973.632812	-68.533493
974.609375	-68.257065
975.585938	-69.400826
976.562500	-69.239769
977.539062	-68.659721
978.515625	-68.818108
979.492188	-68.655495
980.468750	-69.553017
981.445312	-69.218872
982.421875	-69.801285
983.398438	-69.718483
984.375000	-69.758705
985.351562	-69.423050
986.328125	-69.526100
987.304688	-69.010704
988.281250	-69.984367
989.257812	-70.964294
990.234375	-70.810272
991.210938	-70.267487
992.187500	-69.533302
993.164062	-70.557053
994.140625	-69.796631
995.117188	-70.234871
996.093750	-70.159851
997.070312	-70.292580
998.046875	-70.662064
999.023438	-70.228477
1000.000000	-69.756775
1000.976562	-68.233444
1001.953125	-69.906639
1002.929688	-68.927055
1003.906250	-69.177528
1004.882812	-70.258965
1005.859375	-68.544563
1006.835938	-69.629646
1007.812500	-70.100266
1008.789062	-70.310730
1009.765625	-69.528069
1010.742188	-70.822266
1011.718750	-70.187325
1012.695312	-70.805054
1013.671875	-70.308411
1014.648438	-69.315788
1015.625000	-69.384987
1016.601562	-69.239273
1017.578125	-69.371483
1018.554688	-68.796249
1019.531250	-69.138412
1020.507812	-69.725166
1021.484375	-69.326599
1022.460938	-70.372787
1023.437500	-70.276955
1024.414062	-70.142677
1025.390625	-67.941681
1026.367188	-69.865486
1027.343750	-68.777191
1028.320312	-70.127975
1029.296875	-69.385193
1030.273438	-69.349472
1031.250000	-70.290115
1032.226562	-70.674698
1033.203125	-69.160378
1034.179688	-69.719803
1035.156250	-69.602135
1036.132812	-68.633987
1037.109375	-69.149117
1038.085938	-70.003670
1039.062500	-67.904831
1040.039062	-69.888153
1041.015625	-69.320267
1041.992188	-68.808495
1042.968750	-69.203033
1043.945312	-68.272003
1044.921875	-67.339653
1045.898438	-67.556908
1046.875000	-66.960068
1047.851562	-67.000565
1048.828125	-68.287888
1049.804688	-67.676178
1050.781250	-67.178749
1051.757812	-67.649048
1052.734375	-69.055214
1053.710938	-67.864441
1054.687500	-67.642830
1055.664062	-67.652237
1056.640625	-67.245239
1057.617188	-67.404488
1058.593750	-68.184494
1059.570312	-66.422966
1060.546875	-65.908577
1061.523438	-66.241386
1062.500000	-68.258659
1063.476562	-67.556549
1064.453125	-67.395119
1065.429688	-66.281746
1066.406250	-65.896790
1067.382812	-66.379951
1068.359375	-65.688995
1069.335938	-64.360062
1070.312500	-65.488655
1071.289062	-66.139771
1072.265625	-64.484131
1073.242188	-63.653404
1074.218750	-63.785965
1075.195312	-64.664467
1076.171875	-64.771965
1077.148438	-65.002914
1078.125000	-65.585014
1079.101562	-63.781555
1080.078125	-64.073257
1081.054688	-64.193977
1082.031250	-63.846973
1083.007812	-64.157661
1083.984375	-63.214790
1084.960938	-62.561203
1085.937500	-62.568974
1086.914062	-62.867733
1087.890625	-60.989769
1088.867188	-62.743336
1089.843750	-62.891048
1090.820312	-62.239502
1091.796875	-62.693104
1092.773438	-60.882851
1093.750000	-60.561756
1094.726562	-61.079872
1095.703125	-59.419636
1096.679688	-59.669384
1097.656250	-60.459415
1098.632812	-59.206165
1099.609375	-58.716850
1100.585938	-58.889400
1101.562500	-57.155525
1102.539062	-57.404854
1103.515625	-57.126156
1104.492188	-57.446972
1105.468750	-57.753620
1106.445312	-55.767002
1107.421875	-56.429943
1108.398438	-55.435482
1109.375000	-56.332756
1110.351562	-55.487602
1111.328125	-54.414310
1112.304688	-55.229244
1113.281250	-55.714569
1114.257812	-54.148045
1115.234375	-52.274723
1116.210938	-54.261711
1117.187500	-52.994102
1118.164062	-53.914543
1119.140625	-52.895588
1120.117188	-52.109070
1121.093750	-52.578896
1122.070312	-52.673328
1123.046875	-52.329033
1124.023438	-53.157047
1125.000000	-53.892223
1125.976562	-52.889534
1126.953125	-56.141132
1127.929688	-55.260590
1128.906250	-55.049679
1129.882812	-56.097267
1130.859375	-54.713207
1131.835938	-56.755421
1132.812500	-56.227093
1133.789062	-56.533741
1134.765625	-58.164608
1135.742188	-58.856972
1136.718750	-57.472565
1137.695312	-58.585197
1138.671875	-58.092632
1139.648438	-59.060364
1140.625000	-59.388580
1141.601562	-60.152924
1142.578125	-60.890514
1143.554688	-58.932354
1144.531250	-62.673969
1145.507812	-61.004738
1146.484375	-62.261528
1147.460938	-61.803955
1148.437500	-60.879219
1149.414062	-62.053688
1150.390625	-61.802330
1151.367188	-62.604446
1152.343750	-61.851055
1153.320312	-61.657928
1154.296875	-63.453930
1155.273438	-63.747616
1156.250000	-62.616791
1157.226562	-64.180786
1158.203125	-64.563583
1159.179688	-63.388378
1160.156250	-64.156395
1161.132812	-65.394081
1162.109375	-64.935738
1163.085938	-64.926155
1164.062500	-65.473450
1165.039062	-65.598007
1166.015625	-65.437302
1166.992188	-65.820343
1167.968750	-65.696228
1168.945312	-64.464775
1169.921875	-65.096504
1170.898438	-66.196236
1171.875000	-65.682800
1172.851562	-66.358330
1173.828125	-67.213989
1174.804688	-66.211769
1175.781250	-66.659943
1176.757812	-66.778214
1177.734375	-66.909760
1178.710938	-68.122047
1179.687500	-67.805382
1180.664062	-67.997787
1181.640625	-66.289238
1182.617188	-67.168823
1183.593750	-67.050926
1184.570312	-68.289017
1185.546875	-67.576828
1186.523438	-66.846985
1187.500000	-67.982796
1188.476562	-68.489365
1189.453125	-67.414749
1190.429688	-67.987976
1191.406250	-67.197372
1192.382812	-67.267822
1193.359375	-68.686897
1194.335938	-67.550140
1195.312500	-67.443909
1196.289062	-68.375259
1197.265625	-69.603745
1198.242188	-69.243584
1199.218750	-69.370232
1200.195312	-68.668282
1201.171875	-68.598564
1202.148438	-68.688751
1203.125000	-67.629089
1204.101562	-69.240952
1205.078125	-68.219337
1206.054688	-69.448372
1207.031250	-69.679344
1208.007812	-68.413551
1208.984375	-68.891937
1209.960938	-68.327621
1210.937500	-69.225769
1211.914062	-70.027420
1212.890625	-68.561028
1213.867188	-69.255203
1214.843750	-70.223442
