Frequency (Hz)	Level (dB)
976.562500	-73.060844
977.539062	-72.655960
978.515625	-73.224724
979.492188	-72.476593
980.468750	-72.701042
981.445312	-73.520157
982.421875	-73.106255
983.398438	-72.464691
984.375000	-74.476257
985.351562	-73.819984
986.328125	-73.422737
987.304688	-72.385246
988.281250	-73.495567
989.257812	-75.747498
990.234375	-74.411964
991.210938	-74.101524
992.187500	-73.120064
993.164062	-74.209755
994.140625	-74.243782
995.117188	-73.387688
996.093750	-73.758934
997.070312	-74.541550
998.046875	-74.326538
999.023438	-73.975555
1000.000000	-74.065987
1000.976562	-72.086655
1001.953125	-73.484741
1002.929688	-72.305397
1003.906250	-73.700798
1004.882812	-73.947388
1005.859375	-72.337669
1006.835938	-73.470131
1007.812500	-73.021118
1008.789062	-74.496269
1009.765625	-73.588402
1010.742188	-74.242073
1011.718750	-73.966400
1012.695312	-75.232895
1013.671875	-74.549721
1014.648438	-73.472504
1015.625000	-73.637894
1016.601562	-73.397842
1017.578125	-73.215912
1018.554688	-73.648232
1019.531250	-72.986557
1020.507812	-73.674652
1021.484375	-73.824638
1022.460938	-74.369156
1023.437500	-74.288918
1024.414062	-74.465187
1025.390625	-73.223511
1026.367188	-74.343529
1027.343750	-72.578812
1028.320312	-74.897499
1029.296875	-73.669601
1030.273438	-74.066193
1031.250000	-74.690506
1032.226562	-74.406876
1033.203125	-73.932480
1034.179688	-73.987289
1035.156250	-73.864944
1036.132812	-72.801369
1037.109375	-73.658340
1038.085938	-75.349442
1039.062500	-73.495949
1040.039062	-75.176346
1041.015625	-73.538010
1041.992188	-73.268166
1042.968750	-74.338654
1043.945312	-73.296921
1044.921875	-72.917542
1045.898438	-71.748711
1046.875000	-71.977119
1047.851562	-72.132980
1048.828125	-74.023087
1049.804688	-73.347740
1050.781250	-72.189873
1051.757812	-72.367882
1052.734375	-74.929237
1053.710938	-73.694252
1054.687500	-72.022194
1055.664062	-71.714325
1056.640625	-73.413605
1057.617188	-73.591888
1058.593750	-73.171722
1059.570312	-72.373573
1060.546875	-71.905045
1061.523438	-72.250923
1062.500000	-73.475105
1063.476562	-73.184418
1064.453125	-73.515305
1065.429688	-73.303940
1066.406250	-73.294769
1067.382812	-72.734756
1068.359375	-72.043266
1069.335938	-70.231155
1070.312500	-72.265854
1071.289062	-73.276642
1072.265625	-71.294777
1073.242188	-71.207497
1074.218750	-70.657448
1075.195312	-71.117340
1076.171875	-72.237244
1077.148438	-71.861160
1078.125000	-72.473404
1079.101562	-71.823090
1080.078125	-71.646149
1081.054688	-71.582451
1082.031250	-71.408012
1083.007812	-71.623199
1083.984375	-71.408791
1084.960938	-71.146294
1085.937500	-71.420341
1086.914062	-70.735954
1087.890625	-69.009003
1088.867188	-72.087730
1089.843750	-72.736443
1090.820312	-71.106873
1091.796875	-71.942543
1092.773438	-69.688293
1093.750000	-70.269722
1094.726562	-71.958626
1095.703125	-69.506081
1096.679688	-69.110657
1097.656250	-70.788712
1098.632812	-69.969879
1099.609375	-68.172386
1100.585938	-69.786537
1101.562500	-68.844910
1102.539062	-68.978523
1103.515625	-69.068222
1104.492188	-68.787086
1105.468750	-69.131752
1106.445312	-68.468300
1107.421875	-68.756462
1108.398438	-68.277641
1109.375000	-69.755325
1110.351562	-68.691376
1111.328125	-69.016808
1112.304688	-68.075996
1113.281250	-68.207443
1114.257812	-67.918404
1115.234375	-66.943527
1116.210938	-68.750275
1117.187500	-67.134300
1118.164062	-67.726013
1119.140625	-66.902458
1120.117188	-66.062614
1121.093750	-66.322685
1122.070312	-66.051643
1123.046875	-65.137352
1124.023438	-65.569580
1125.000000	-65.940086
1125.976562	-64.769028
1126.953125	-66.680923
1127.929688	-65.694679
1128.906250	-64.804863
1129.882812	-65.338303
1130.859375	-63.936134
1131.835938	-64.801926
1132.812500	-63.332424
1133.789062	-64.039200
1134.765625	-64.358376
1135.742188	-64.971748
1136.718750	-62.852600
1137.695312	-63.513294
1138.671875	-62.858788
1139.648438	-62.700577
1140.625000	-62.074547
1141.601562	-61.987518
1142.578125	-62.661556
1143.554688	-61.250065
1144.531250	-63.283295
1145.507812	-61.574566
1146.484375	-62.147385
1147.460938	-61.612267
1148.437500	-59.816071
1149.414062	-60.940388
1150.390625	-60.220348
1151.367188	-59.766891
1152.343750	-59.123280
1153.320312	-58.059067
1154.296875	-60.055801
1155.273438	-58.971226
1156.250000	-59.067394
1157.226562	-59.275890
1158.203125	-58.869377
1159.179688	-57.939060
1160.156250	-57.809547
1161.132812	-59.629360
1162.109375	-58.957195
1163.085938	-58.368721
1164.062500	-58.356144
1165.039062	-58.712902
1166.015625	-57.545628
1166.992188	-58.025337
1167.968750	-58.836689
1168.945312	-57.610798
1169.921875	-58.172985
1170.898438	-58.773834
1171.875000	-58.302116
1172.851562	-59.423862
1173.828125	-59.783283
1174.804688	-59.562794
1175.781250	-59.653416
1176.757812	-60.093124
1177.734375	-61.039013
1178.710938	-62.254627
1179.687500	-61.016052
1180.664062	-62.033318
1181.640625	-61.134628
1182.617188	-61.706474
1183.593750	-61.699455
1184.570312	-62.997669
1185.546875	-62.561138
1186.523438	-61.769596
1187.500000	-63.503914
1188.476562	-63.817516
1189.453125	-62.766750
1190.429688	-63.344383
1191.406250	-63.556065
1192.382812	-63.974766
1193.359375	-64.079239
1194.335938	-63.270672
1195.312500	-64.573952
1196.289062	-65.487877
1197.265625	-65.964104
1198.242188	-66.191139
1199.218750	-66.518753
1200.195312	-66.264778
1201.171875	-65.444267
1202.148438	-65.489845
1203.125000	-65.562370
1204.101562	-66.935028
1205.078125	-65.886360
1206.054688	-67.106499
1207.031250	-66.944138
1208.007812	-66.199951
1208.984375	-66.837318
1209.960938	-67.192451
1210.937500	-67.988869
1211.914062	-68.909645
1212.890625	-67.604141
1213.867188	-67.948586
1214.843750	-69.175026
