Frequency (Hz)	Level (dB)
1124.023438	-42.441376
1125.000000	-42.466385
1125.976562	-41.413906
1126.953125	-44.336918
1127.929688	-42.963787
1128.906250	-42.552990
1129.882812	-43.330677
1130.859375	-41.476078
1131.835938	-43.465878
1132.812500	-42.159576
1133.789062	-42.078320
1134.765625	-43.222897
1135.742188	-44.096905
1136.718750	-41.977604
1137.695312	-42.765598
1138.671875	-42.106396
1139.648438	-42.582790
1140.625000	-42.749771
1141.601562	-43.333237
1142.578125	-43.708988
1143.554688	-41.408237
1144.531250	-44.697895
1145.507812	-43.014595
1146.484375	-43.852203
1147.460938	-43.159912
1148.437500	-42.104984
1149.414062	-42.809235
1150.390625	-42.434158
1151.367188	-42.865723
1152.343750	-42.171715
1153.320312	-41.510956
1154.296875	-43.145878
1155.273438	-43.046913
1156.250000	-42.001492
1157.226562	-43.541786
1158.203125	-43.639610
1159.179688	-42.371498
1160.156250	-42.579838
1161.132812	-43.813114
1162.109375	-43.076939
1163.085938	-43.068260
1164.062500	-43.107067
1165.039062	-43.151596
1166.015625	-42.947983
1166.992188	-43.139164
1167.968750	-42.899189
1168.945312	-41.491550
1169.921875	-41.913177
1170.898438	-42.926365
1171.875000	-42.223476
1172.851562	-42.669521
1173.828125	-43.155384
1174.804688	-42.541065
1175.781250	-42.581215
1176.757812	-42.765335
1177.734375	-42.958366
1178.710938	-44.173359
1179.687500	-43.321888
1180.664062	-43.460323
1181.640625	-41.734253
1182.617188	-42.337540
1183.593750	-42.155037
1184.570312	-43.417469
1185.546875	-42.456749
1186.523438	-41.722057
1187.500000	-42.885788
1188.476562	-43.204609
1189.453125	-42.184460
1190.429688	-42.485264
1191.406250	-41.861420
1192.382812	-41.837570
1193.359375	-43.016060
1194.335938	-41.930481
1195.312500	-41.702759
1196.289062	-42.747818
1197.265625	-43.961140
1198.242188	-43.841698
1199.218750	-43.547966
1200.195312	-42.792698
1201.171875	-42.667870
1202.148438	-42.348522
1203.125000	-41.632072
1204.101562	-43.125656
1205.078125	-42.094627
1206.054688	-43.137760
1207.031250	-43.612263
1208.007812	-42.206337
1208.984375	-42.914001
1209.960938	-42.205704
1210.937500	-43.158764
1211.914062	-43.669945
1212.890625	-42.380444
1213.867188	-43.325619
